tweet_id,text,label
1293943544818929700,@USER @USER now #gop #election officials refusing to put out boxes to collect #mailinballots to counter targeted mail disruptn whr .@USER strong to suppress vote. so put collection boxes at polling places thruout early voting. .@USER,NONE
1296741776636563500,"@USER mw’s brain’s obviously squirming feverishly. 
she/he is clearly nuts!
all mentioned reasons were a projection of the dems own collective hive-mind psyche. do they have a mental as well as a spiritual disorder? do they like &amp;honour usa, the constitution &amp; citizens?
#trump2020 🇺🇸🇦🇺",AGAINST
1303039817568202800,"@USER @USER candace thinks she's gaining momentum by using cardi to keep herself relevant. all she's really doing in increasing cardi's followers. i wasn't following before, but i am now. keep up the good work @USER, we gotchu. ❤❤❤ #voteblue",NONE
1299871737648222200,@USER vote for law and order in november. 🇺🇸 #trump2020 #lawandorder HTTP,AGAINST
1300274115425841200,".@USER is blaming the violence in dem run cities on trump wanting law&amp;order

u cannot make this up

dems are the new jim jones. they think their followers will believe the lies they spew &amp; drink their kool aid

americans are awake!

dems have blood on their hands!

#kag🇺🇸",AGAINST
1239351475203199e3,i really miss #elizabethwarren her ability to explain problems and how to solve them were not only intelligent but also inspiring #demdebate HTTP,NONE
1295552798944366600,#demconvention thr first lady michelle obama is speaking. i miss her.,NONE
1303811665163583500,"@USER please #followback all who rt or  quote rt this short (1:36), bluesy pro-biden ditty.  

#voteblue 
#votebidenharris 
- “kamala and joe” - 
please click “thumbs up” on youtube. 
#bidenisawinner
#fbr

also, feel free to pin this: 
HTTP",FAVOR
1290858634851659800,"@USER #gop the party of small government, not!

@USER

#stimuluspackage 
#stimulus",NONE
1295543266163728400,extremely prominent friend-of-biden larry rasky shoutout there in the in memorium video. #demconvention,NONE
1302783087483515e3,"these #joebiden ads are ridiculous.  stop trying to make him out like a saint.  here's all you really need to day about him:  ""he's not trump.""

that's basically how i feel about them.  biden sucks.  trump sucks worse.  end of story.",AGAINST
1295562716279533600,@USER @USER @USER the hair &amp; makeup is flawless #democraticnationalconvention #democraticconvention HTTP,NONE
1311157262920986600,"this tv game-show host experiment was a failure 
#joebiden #debates2020",FAVOR
1295897720130084900,"if tracee ellis ross doesn’t bring her mom on camera, i’m going to be disappointed. #demconvention HTTP",NONE
1311221670409986e3,"one republican who worked on the 2016 primary campaign:
 “if you were for biden, you’re still for biden. if you were for trump, you’re still for trump. if you came into this not knowing who to support, i don’t know what is going to convince you.” HTTP",NONE
1304215385860976600,it's been a super chill year. #votebluetosaveamerica #biden2020 HTTP,FAVOR
1282672411880550400,"@USER @USER why are you watching tv? 

shouldn't you be working on combating the #trumpvirus and russian aggression?

#trumpviruscatastrophe 
#traitortrump 
#putinsgop 

#dumptrump 
#ditchmitch 

#votebluetosaveamerica",FAVOR
1217278129678372900,"you can get's win a gift card !!! just click the link bellow...

HTTP

#demdebate HTTP",NONE
1310988448103243800,@USER @USER let's put it all on the table.  trump's returns.  joe biden's.  hunter biden's.  and those of his brother and daughters as well - all of whom appear to have benefited from offices joe held.,AGAINST
1294305517930717200,"#waronwomen continues #misogyny master  #ilhanomar paved way #democrat 4 legal #fgm #saragideon seals fate of + 500k little girls in usa. #radfem @USER disgusting.
#blacklivesmatter #childabuse @USER @USER @USER @USER HTTP",NONE
1295754586540605400,"""the future of our democracy is at stake. the future of our economy is at stake. the future of our planet is at stake.""
#berniesanders  #bidenharris2020  #dnc  #election2020
HTTP",FAVOR
1298316478836617200,@USER @USER great couple! #right #kag #riots #stlouiscouple,NONE
1293725177449255e3,@USER crazy and creepy will not know what hit em this november! #maga,AGAINST
1296326222352269300,"#obama yo,,,, you were president for 8 years why didn’t you fix all this, it be like your presidenticy never happened #kamalaharris #kamalaharrisforvp #obamawasbetterateverything #dncconvention #2020election",NONE
1311106020173783e3,"10 minutes to go, hope you have got your popcorn ready

#trump #biden",NONE
1305117836671684600,"good morning!

hey texas! *thirty days* until early in-person voting!

51 days to nov 3. 

mail-in ballots should be arriving any day. shout out when you receive yours please. 

we’re going to do this!

#joebiden #kamalaharris HTTP",FAVOR
1294796127963947e3,@USER sorry but he is my president! #trump2020 #trump2020landslide #trumpderangementsyndrome,AGAINST
1294170803152367600,"5/5 #joebiden, #kamalaharris, and the clintons have long hid behind certain democrats willing to put respectability politics before principle when it comes to the 1994 crime bill. however, many in the congressional black caucus only voted for it out of ""fear"" of ""worse"" bills. 👮‍♀️ HTTP",AGAINST
12927889660858e5,@USER @USER @USER @USER it does need to be a black woman. watch what will happen if it’s not. don’t take the black woman vote for granted. a wrong pick could derail #biden2020 candidacy and the #democratic party for elections to come. you can pin this tweet.,NONE
1311139257726185500,#joenbiden needed adderall to stay coherent #debate2020 #drugedupbiden,AGAINST
1293626409861238800,"@USER @USER 160,000+ americans have died from the #trumpvirus2020, get the hell off twitter and do your damn job!!! #votebluetosaveamerica #biden2020 #bidenharris2020",FAVOR
1311141535975534600,"@USER you made a joke of the office of the presidency. this wasn't a debate, you made it a circus. the only ones left are the still drunk on the koolaid cult 45....and even some of them are turning. have some dignity and resign! 
#bidenwonthedebate
#debate2020 
#trumpfailed",FAVOR
1296471673689047e3,"this edition is a must watch. what goes on in the convention before the televised portion is stunning. #demconvention 

HTTP",NONE
1300485875449692200,"@USER ms. anderson is an undecided voter but all the things she was upset about were caused by the very person she helped put in office! what more does she need to see? if 180,000 ppl would have died under a dem. that would be the end not to mention job losses! #voteblue",FAVOR
1293286510465175600,"even if you don't like #joebiden, vote for him anyway.
if he dies in office...
#presidentharris",FAVOR
1302028339826192400,"@USER 🛑 @USER is a very #dangerous #president.  he is taking🇺🇸down the rabbit hole. he is not capable to lead he only knows how to #bully 🇺🇸

#donaldtrump only cares about himself. no one else🤬

#trumpisaloser 

#trumpterrorism 

remember #vote

💙#bidenharristosaveamerica",FAVOR
1298951042521092e3,@USER this sums it up🔽 #trump2020 HTTP,NONE
1295873919459774500,@USER free the caged children who were snatched from women who are you dedicate this day too! you will be forever known as the party that stole children away from their mothers! #votebluetosaveamerica,FAVOR
1311110085347872800,biden already sounds exhausted,AGAINST
1301737375119421400,"joe biden’s a fracking lier! united we stand.  with biden we fall.  
vote #trump2020. #maga2020  #nolyinbiden. #nocommunistusa  #nosocialistusa  #fracking

joe biden’s a fracking lier!
HTTP",AGAINST
1217288289436295200,fixing our education system will stimulate the economy and provide better outcomes for americans. that's why amy klobuchar will make one- and two-year community college programs free. #demdebate HTTP,NONE
1292120309856952300,i want to attend one of trumps #peacefulprotest @USER #trump2020 #trump #trumptrain2020 #bestpresidentever45 #45 #trump2020landslide #thatsmypresident #thankyoumrpresident #cmonman #4more4trump #americawakeup #bidendementia #4moreyears #trumpytrumpy #lovemypreaident 🇺🇸,AGAINST
1247917576279060500,"bernie has done the right thing, though he had no other option. to continue a two-nan contest, he and biden would have to tear each other apart. only trump would benefit, especially if he kept his maw shut and did nothing! #2020election 
#",NONE
1295901243722862600,"""as an nea union organizer, i will fight to make sure that it’s scientists, parents, and educators deciding when it’s safe to go back to school—not politicians.” - @USER. thank you, marisol for your commitment to students and educators! #educatorsforjoe #demconvention",FAVOR
1295520389368615e3,@USER socialism is what the democratic party is trying to bring down on our own country!!! drain that swamp!! #trump2020 #trumpsaveamerica,AGAINST
1285406260783972400,"@USER hey nitwit,
you mean what you and the spineless rethuglicans have been doing , omg you can’t be serious , can’t fix stupid .
#ridenwithbiden2020 #votebluetosaveamerica #voteblue2020 #votelikeyourlifedependsonit #votebluetosavedemocracy #votebluetoendthisnightmare",FAVOR
1303641139942097e3,"@USER you will get rid of any chance a working american has of making it big, while you and your wealthy friends live it up in the white house. 
we see through your bs, and you won’t be winning in november. #trump2020 #walkaway #trumptrain",NONE
1244677833982718e3,@USER @USER . #impeachedtrump @USER seems to make rs believe they’re immune to any legal/moral retribution. can’t wait 4 trump to be out of office &amp; he gets the punishment he deserves! #votebluetosaveamerica,FAVOR
1293970769907720200,"@USER @USER @USER @USER kamala harris will be a historic vp!
a real woman in the white house! no more barbie tweets........
#dumptrump HTTP",FAVOR
1299312461280153600,apparently you didn’t listen to his speech.  he did not downplay anything.  it was perfect!  i would have loved to see biden speak live for just 15 minutes!  #impossible ⁦@USER⁩ #trump2020 🇺🇸 HTTP,AGAINST
1217276977457049600,she didn't deny it #demdebate,NONE
1237906173380214800,@USER @USER that would be nice!  #votebluetosaveamerica,FAVOR
123033421293235e4,"you heard it first from the #demdebate , @USER was “into” @USER before it was cool. didn’t know bernie swung that way.",NONE
1299059467498205200,"#aapi activation is key to winning the #2020election!

read more here about how we can support #bidenharris2020.

@USER @USER @USER @USER 
#aapi2020 #aactivated

HTTP",FAVOR
1296522587523227600,@USER @USER maybe they should look into him being on epstein’s plane 26 times. and did it take clinton to forbidden island?  #trump2020 #wakeupamerica,AGAINST
1230348049043554300,"biden just reiterated what his public speaking coach told him to do regarding the hunter biden investigations, on live tv:  

“never complain, never explain”

#demdebate",NONE
1293312789667287e3,@USER i’m a pissed uaw member. you’re supporting open borders which = lower wages. supporting attacks on cops. my brothers stand for our flag &amp; for #trump2020. flags shirts hats bumper stickers all over our shop. uaw is a disgrace to the usa.,AGAINST
1255620940953563100,"@USER republicans are sociopaths. the entire lot of them. show them no mercy in november.
#votebluetosaveamerica",FAVOR
1294768386279342e3,@USER @USER i hope that's right! #voteredtosaveamerica #trump2020 #kneepadsandpeepads,AGAINST
1303520118555766800,"@USER ha dear loony leftist fear mongering #tammyduckworth aka @USER . . . 

only question is, when has america's enemies not had a bounty on american troops/lives?  

#veteransfortrump #veterans #kag #military #usarmy #usairforce #uscg #usnavy #usmc #police #september11th #1a HTTP",NONE
128777125961549e4,"@USER @USER but the media says its peaceful. lmao, msm is a joke, enemy of the people. #trump2020",AGAINST
1296641779790311400,"""this is a life-changing election. this will determine what america is going to look like for a long, long time."" – @USER #demconvention HTTP",NONE
1272383940842659800,@USER @USER @USER @USER he doesn't give a shit about y'all. i think i'm just sad about this photo. #votebluetosaveamerica #votebluetoendthisnightmare #bidenforpresident2020 #dumptrump,FAVOR
1295767439347609600,"kamalaharris gained 9,616 twitter followers in the last 6 hours, for a 0.1879% increase, with a current count of 5,118,646 followers.
#2020election",NONE
1302770496484921300,"@USER @USER @USER yep! with fox choking down throats of the american people with scum like brazile! who needs enemies! good riddance 
@USER 
#trump2020 HTTP",AGAINST
1299369216248815600,@USER @USER too bad you couldn’t see through the #dnc hollywood nonsense and see real accomplishments!,NONE
1302411953466486800,making liberals cry again t-shirt #republicanlegion #trumpswag #trump #trump2020 #gop #trumptrain #maga #makeamericagreatagain #gop #kag2020 #republican #conservativees #americafirst HTTP,AGAINST
1295114432784347100,"@USER they are trying everything and then some. we cannot be worn down. we will all vote!

#votebluetosaveamerica 
#votebluenomatterwho",FAVOR
1296271009058893800,"text 30330
to get information of how to vote!
#dnc2020",NONE
1230338874993447e3,wow bernie sander is the only one who supports democracy #demdebate,NONE
1311112966943768600,trump a great leader is a good listener #debates2020,AGAINST
1311101291473633300,@USER yooo biden on da sexual drugs doe??,AGAINST
1303904357172224e3,@USER we know better joe. #trump2020 @USER  @USER  ❤️🇺🇸🕺 HTTP,AGAINST
1296305380197310500,what a proud moment !! history in the making ! what a powerful speech !! #vicepresidentharris #kamalaharris #women empowerment #democraticconvention #wegotherback #kamalaharris2020 #dnc… HTTP,NONE
1311049497758187500,@USER @USER @USER @USER @USER yea trump was the one that told democratic governors to herd up the elderly into nursing homes which accounted for about half of covid deaths... oh wait no that was the dems acting on their own accord. its no wonder 5 blue states account for over 40% of covid deaths...,AGAINST
1311098993175408600,@USER @USER then why not allow himself to be checked so it can be verified by a third party that biden is not being fed answers or assisted in any way?,AGAINST
1311095027301580800,"installment 4:  joe biden: a lifetime of lying &amp; plagarism.

let's take a peek, shall we?

'joe biden's lying, bullying and cognitive deficits make him a poor choice for president. does this explain why he's been 'kept in the basement'?' HTTP",AGAINST
1239358507322916900,"biden just said ""everyone else did it"" to the hyde amendment.

#demdebate",NONE
1311100924488810500,@USER my money is on hunter biden,NONE
1.3110250287424799e+18,joe biden could drop dead on the stage tonight in front of the whole world and i would still vote for him because #fucktrump,FAVOR
1299752280254750700,"@USER @USER welcome to #joebiden’s version of america - coming to a neighborhood near you. 

#2020worstyear 
#2020election 

 HTTP",AGAINST
1296535338505175e3,"trump is a scammer ... both his charity and his university he is a scammer you still do not stop supporting them
trump is a scammer , both his charity and his university are scammers you still do not give up your support   #trump2020  #biden #portlandprotests  #blacklivesmatter HTTP",FAVOR
1311084118919319600,"@USER turnip'll be high as the hindenburg. let him crash and burn. but all biden has to do is look smart and occasionally say ""boo!""",FAVOR
1217280795045453800,"come on, joe. nobody in their right mind wants to keep their current insurance.

who wants to get sick, then also get the added bonus of having to pay for it?

#demdebate",NONE
1299761762141499400,"#donaldjrump, ⁦@USER⁩, #maga

'promises kept'? not entirely. here are five pocketbook pledges trump broke. HTTP",NONE
131111072220262e4,@USER every idea biden put forth about covid had already been accomplished by trump.biden fail.,AGAINST
1293728938724929500,"@USER @USER so did you intentionally use imagery of a train, brick buildings, and barbed wire, or was it just a coincidence? this is a little creepy considering ... you know, hitler. should we learn russian or german to prepare for the takeover? #fascisttrump #trump2020",NONE
1239358144628904e3,@USER commits to picking a woman as vp #democraticdebate,NONE
1269326625801371600,"@USER “a nation that values its privileges above its principles soon loses both” eisenhower 1/20/1953. we now have a president with no principles, no values, no empathy.  he refuses to honor the constitution.  we must vote trump &amp; all who support him out #votebluetosaveamerica",FAVOR
1296657080175165400,"for me, the most compelling section of @USER’s acceptance speech: “four historic crises. all at the same time. a perfect storm.

the worst pandemic in over 100 years. the worst economic crisis since the great depression.”

#demconvention  (1/2)",NONE
1310801865588830200,"#icymi👇🏿
watch what happened at 0:17 in @USER's broadcast: cambridge analytica “ black deterrence voter suppression” #kamalaharris #joebiden

HTTP",FAVOR
1305198063494013e3,"#joebidenkamalaharris2020

#joebiden

#democratcities

protesters show up at la hospital treating ambushed cops, yell 'i hope they f------ die'

HTTP",FAVOR
1229964276485345300,"@USER how long until you wake up and hold @USER, @USER,  and @USER accountable? oh wait that's right, it's @USER fault. #hypocrisy #2020election #americafirst #democratsdontcare #countryoverparty",AGAINST
1254520333731688400,"let the record show HTTP
i did not vote for trump! i will vote for @USER and all dems to save us from this nightmare! #votebluetosaveamerica",FAVOR
1291167856021954600,@USER why don't you declare your broken unemployment system a public health crisis??? 5 dam months i've been waiting for my money! i bet you or any members of your staff &amp; family has not missed a single paycheck during this pandemic!!! #removewhitmer #whitmersucks #teamtrump #wwg1wga,AGAINST
1300492398028521500,"hey biden
i am not afraid of your disease covid

i will feel safer and with more hope with #trump2020

and i know where beloit is and it’s not the n pittsburgh 😂",AGAINST
1311074958500671500,"@USER why? what are they, 2 years apart? biden will come out swinging without a doubt.",FAVOR
1298235451267047400,#democrats are realizes how serious middle-america is about #fourmoreyears| #trump2020.,AGAINST
1311149887719977e3,i fucking hate trump #debates2020,FAVOR
1311145073996894200,"that moment when you realize @USER is actually thanos....
#presidentialdebate #debate2020 #2020debate #debates #bidenharris2020 #trump2020 #biden2020 HTTP",NONE
1224226851813568500,"#voterepublicansout2020
#votebluetosaveamerica 
@USER @USER 
republicans, you're done! HTTP",FAVOR
1287778356579180500,"@USER @USER that’s fine, because this will have your dad win in a landslide in november. #trump2020",AGAINST
1311063532725776400,"@USER @USER sadly, your sitting out the election helps that orange horror show.  please, please extend that disappointment to allowing yourself to vote biden.",FAVOR
1304466507423002600,"@USER you just don’t give a shit about people’s lives do you? 
#votebluetosaveamerica 🗳🌊🇺🇸!",FAVOR
1295525586631159800,"bernie sanders speaks at the democratic national convention tonight @USER @USER 

#berniesanders #democraticconvention #dnc2020 HTTP",NONE
1230325182021025800,i am trying to imagine who would look more simpering and mauled in a trump/bloomberg debate. #demdebate,NONE
121679585128636e4,"q8: last question. looking ahead, what question on nuclear issues are you hoping the candidates will be asked in the #demdebate tomorrow? #iowatalksnukes",NONE
1311173870997647400,"wallace tries comparing crime in dem cities with gop run cities (not sure bout this point)
joe trying to talk about suburbs but not making sense.
wallace asks joe about reimagining policing n blm
joe says totally opposed to defunding police,blames trump for cutting their budgets.",NONE
1225970149523677200,it is important for democrats to be united on the fact that every woman and family must choose for themselves what is right for them. it is not the job of congress or any other legislative body to determine a family’s future or take choices away from women. #demdebate,NONE
1295012880849535e3,"@USER it must have been amazing seeing it in person, videos like this give me goosebumps! 🇺🇸🇺🇸🇺🇸 #godblessamerica #trump2020",AGAINST
1303751970608603100,"@USER good news which will further expose the american left as standing for nothing anymore, except the acquisition of power. 

i’m old enough to remember when actual “liberals” (not communists) opposed endless wars and the military industrial complex. #maga",NONE
1296056344143855600,"@USER @USER @USER carmen best was doing her job!! something “educators” like you, should be doing!!! instead, you fill young minds with socialist retoric.... here’s an idea, teach facts, not personal ideologies.... teach free thinking... not indoctrination!!! #trump2020",AGAINST
1311040572669427700,@USER yea what really scares me is trump is likely to have a election day lead from election day vote and trump will be insane and claim victory mail in votes 5 to 1 for biden.,FAVOR
1291957675060654e3,"@USER i am. we cannot survive another 4 years of a trump presidency. our democracy will die completely, and we will become an autocratic country. we must vote all the transnational crime syndicates out before it is too late. #votebluetoendthisnightmare #votebluetosaveamerica",FAVOR
1230367034698940400,"why would anyone vote for a candidate that says their vote shouldn’t count????? cc: @USER @USER @USER @USER @USER #brokeredconvention 
#democraticdebate #demdebates #democraticdebates #demdebate2020",NONE
1300185704312471600,"between #donaldtrump demanding a direct response and the #democrats overlooking busted windows/burned down buildings, our country is headed for disaster and civil war. 

if we learned to listen to each other, all of this could be avoided.",NONE
1296260602034155500,"the first 30 mins of the #democraticnationalconvention have been 🔥🔥🔥

cannot wait for hillary, elizabeth, barack, and kamala. 

#demconvention #joebidenkamalaharris2020 
#votebidenharristosaveamerica",FAVOR
1311331795913388e3,"in all seriousness, the #presidentialdebate last night was sad. saints, let’s continue to be in prayer for president trump, biden and our country.",NONE
1239346528185188400,damn biden loves that situation room #demdebate,NONE
1294987659773968400,"hey @USER good try, but talking to @USER just doesn’t go anywhere.  he won’t ever give a simple answer! he just wants to be trumps mouthpiece and conflate the issues!! 
#votebluetosaveamerica",FAVOR
1267931327556317200,"@USER yes, we will choose a better way, mr. &amp; mrs. bush!! 😊
#votebluetosaveamerica",NONE
1292869258259701800,"“the big ten conference voted to cancel its football season this fall over concerns related to the coronavirus pandemic”
big10, a great example to follow! #covid19 #coronavirus #wearamask follow #joebiden’s example. he’s not a #covidiot  HTTP",FAVOR
1298395487041724400,"@USER @USER donald trump's lessons for repulicans:
no consequences for lying.
no consequences for hate.
no consequences for immorality.
no consequences for crimes.
no consequences for collusion. 
no consequences for impeachment.
no consequences for incompetence.
sad. #votebluenomatterwho",NONE
1296276117641474e3,"@USER @USER @USER @USER because i own properties in texas. i voted in the march primary in texas and will go back to vote in november in texas! hawaii is soon to be my new home, but until then i will #votebluetosaveamerica and texas. #txlege HTTP",FAVOR
1296621905127059500,@USER tribute 😭😢@USER @USER gave me chills! 💝 #glory ✊🏼👏🏻👏🏻👏🏻🥰#powerofthepeople #demconvention #democrats #hopeful #bidenharris2020tosaveamerica #bidenharrislandslide2020,FAVOR
1239352431751893e3,@USER finish him! #demdebate,NONE
1303205682322251800,"@USER @USER hahajajajajajhahaha... maybe before the end of the year, and you have to send soros money to the idiots who follow him. he is a very low energy person. almost as interesting as watching paint dry. #trump2020 #walkaway #walkawayfromdemocratsforever",AGAINST
1295908051845709800,"@USER no, they are still there. or more have been posted. amazon has issues with this type of product all the time. please keep reporting them. #voteblue",NONE
1287247726112014300,"@USER @USER @USER @USER @USER @USER @USER @USER you mean like all the 2016 delusion that had your corrupt and failed candidate @USER winning by a landslide in every poll even into election night? @USER #maga #trump2020 hahaha, see you in #nodember",AGAINST
1295468145038078e3,"@USER ""oh my, our hero has finally stepped up to save the day.....after first  setting us up for failure.""
another diversion. ignore trump tweets and focus on winning.
#voteearly #voteinperson #votealldayandnight #nov3
#voteblue #votebluetoendthisnightmare",FAVOR
1311068466942750700,@USER @USER and @USER have to sow doubt and cheat and will say after the debate that biden cheated - as they already are prior to. his cult will believe whatever he says. it’s so disturbing,FAVOR
1296982009399713800,@USER @USER @USER @USER who wants to join me in donating $15 to the biden/harris campaign today? #fifteendollarfridays #bidenharris2020 #biden2020 HTTP,FAVOR
1239359676241887200,biden being emphatic that he will pick a woman vp and bernie waffling makes me think biden has already picked a vp (harris?) and bernie has not. #demdebate,NONE
1293274801734377500,"@USER reason some floridians call him governor deathsantis!
how can @USER even think football when americans r dying, many testing positive &amp; that includes children!
florida's #'s r not going down fast enough 4 this bs!
#votebluetosaveamerica from trump &amp; deathsantis",FAVOR
1225407195371712500,"democratic primary voting intention: new hampshire

sanders: 31% (-1)
buttigieg: 21% (+4)
biden: 12% (-1)
warren: 12% (+1)
klobuchar: 11% (=)
gabbard: 5% (-1)
yang: 4% (-2)
steyer: 1% (-1)

2/5 - @USER 
changes with 2/4

#2020election #newhampshire",NONE
1230331428354887700,"fdr actually wanted to impose a maximum income. it was a good idea. #demdebate 

HTTP",NONE
1299159613368139800,the republicans act is if they aren’t incumbents. they talk about all the bad things in the world now and blame the democrats. republicans are in control right now so how can they blame everything currently wrong on the democrats? #rnc2020,NONE
1230332123242008600,the name of the game tonight is #bloombergbeatdown #demdebate,NONE
1311196383680983e3,"@USER @USER @USER @USER your opinion is style over substance. 

trump had plans for zero.",NONE
1223549032049578e3,"who should win the #democratic nomination for #potus in 2020? #2020election #usa (#retweet for sample size)

#biden2020 #bernie2020 #warren2020 #pete2020",NONE
1289556631563509800,"@USER @USER @USER according 2 your focus groups about 1/3 of obama-trump voters plan 2 vote 4 biden. if this is correct biden wins in a landslide. if this # is actually 20%, biden wins in a landslide. even 5% same landslide. #2020election #biden #trump",NONE
1298119541118177300,@USER @USER meadow pollack is the future.. please keep her alive in this communist world .. love from canada.. #maga #trump2020tosaveamerica,AGAINST
1311437831122964500,"1/ shame on @USER allowing the inaccurate report by @USER re #debates2020 bc john said that #trump engaged in name calling along w/joe bt the #truth #fact is that only biden attkd in name calling,biden was first to attk personally,first to name calling(trump",AGAINST
1292240415068950500,"@USER he could hold a gun to my head and say he would pull the trigger if i didn't vote for trump and i would just look at him and say, ""#biden2020 """,FAVOR
1295486267531186200,open this #demconvention pic for a pleasant surprise! *filter brought to you by @USER snapchat #notoriousrbg HTTP,NONE
1294351427985277e3,"watching the #gop play identity politics with @USER shows the ineptness of politicians. it’s not about solutions, it’s about entertainment. identity politics doesn’t make people cross the isle, it just fans the flames for your own side. her record is enough ammo. focus!",NONE
1300140341366907e3,"as crappy as 2020 has been, at least hillary still isn’t president. #kag2020 #kag #maga",NONE
1311174335780892700,"idc, if y’all trumpies rly think @USER did so good im sorry but you are hella wrong 👎🏼 #debates2020 #joebiden #donaldtrump #vote",NONE
1293677254967537700,vp @USER please talk about how you will protect social security during #dnc2020. this is a top issue for voters 50+. social security is a hard-earned benefit and a promise that must be kept. #protectvoters50plus thank you.,NONE
1290823629140185e3,nyt editorial board slams mcconnell for blocking stimulus with ‘political charade’ as he goes on vacation - HTTP,FAVOR
1239382834156052500,do we think elizabeth warren will be biden's vp pick? #demdebate,NONE
1295094199549866e3,'kamala harris is the most liberal person in congress': trump lays into biden's vp pick and says she's even more liberal than bernie sanders.#trump..#gop..#elections,AGAINST
1304311451201478700,@USER president trump! although they’ve tried like hell! #maga,AGAINST
1311111083818614800,holding my breath whenever biden speaks,NONE
1311108478992175e3,@USER thanks for sharing @USER 🙌 the packers are one of the most powerful families here in australia. #draintheswamp #saveourchildren,NONE
1310981857585045500,"@USER @USER many of the crimes the trump family has committed are state, not federal, crimes. biden has no power to pardon those. nor does trump or pence have that power.",NONE
1311118935639634e3,"trump's showing that he is not fit to be leader of a boy scout troop, let alone president of the united states.
#debates2020 
#presidentialdebate2020 
#presidentialdebate 
#trump2020",FAVOR
